type,Problem,approximation-scheme,baseline,graph-name,thread-count,vertices,edges,treshold,b,m,preprocessing-time,tc-time,total-runtime,size-of-BF,CSR-size,total-size,approximated-count
RRR,TC,BF,TC_BF,ia-retweet-pol.el,16,18470,48053,0.01,1,32,0.0108997,0.00238436,0.013284,0.422745,0.874146,1.29689,136257
RRR,TC,BF,TC_BF,Si10H16.el,16,17078,429423,0.01,1,32,0.0247606,0.00758973,0.0323503,0.390884,6.68277,7.07365,6098856
RRR,TC,BF,TC_BF,viscorocks.el,16,37763,562241,0.5,1,32,0.0396997,0.0127593,0.052459,0.864326,8.86723,9.73155,2912184
RRR,TC,BF,TC_BF,fb-messages.el,16,1900,13838,0.003,1,32,0.00146403,0.00252746,0.00399149,0.0434875,0.225647,0.269135,44167
RRR,TC,BF,TC_BF,econ-mbeacxc.el,16,493,41686,0.5,1,242,0.00190392,0.00200866,0.00391258,0.0235081,0.639839,0.663347,1621805
RRR,TC,BF,TC_BF,bio-HS-LC.el,16,4227,39484,0.01,1,32,0.00433846,0.00116891,0.00550737,0.0967484,0.634727,0.731476,208274
RRR,TC,1H,TC_1H,nasasrb.el,16,54871,1311227,0.003,1,0,0.0266945,0.00164122,0.0283357,1.04658,20.4264,21.4729,8116021
RRR,TC,BF,TC_BF,bn-mouse_retina_1.el,16,1123,90811,0.3,1,223,0.00446244,0.00237489,0.00683733,0.0503359,1.39423,1.44457,3509578
RRR,TC,1H,TC_1H,Si10H16.el,16,17078,429423,0.003,1,0,0.003416,0.000912803,0.0043288,0.325737,6.68277,7.00851,8649763
RRR,TC,1H,TC_1H,insecta-ant-colony5-day01.el,16,153,9053,0.001,1,0,0.000483724,0.000112129,0.000595853,0.00291824,0.139305,0.142223,292729
RRR,TC,BF,TC_BF,gupta3.el,16,16784,4653322,0.003,1,44,0.188389,0.0454062,0.233795,0.400162,71.1321,71.5323,3678296
RRR,TC,BF,TC_BF,movielens-10m-noRatings.el,16,28139,170398,0.003,1,32,0.0203558,0.0090064,0.0293622,0.644051,2.81475,3.4588,372020
RRR,TC,BF,TC_BF,bio-WormNet-v3.el,16,16347,762822,0.1,1,127,0.0381481,0.0176964,0.0558445,0.54564,11.7645,12.3101,16852533
RRR,TC,1H,TC_1H,ca-AstroPh.el,16,17904,196972,0.001,1,0,0.00254676,0.00101346,0.00356023,0.341492,3.14215,3.48364,809429
RRR,TC,1H,TC_1H,fb-messages.el,16,1900,13838,3e-05,1,0,0.0013174,7.7247e-05,0.00139464,0.0362396,0.225647,0.261887,6543
RRR,TC,BF,TC_BF,insecta-ant-colony3-day01.el,16,161,11139,0.3,1,47,0.000594383,0.00153481,0.00212919,0.00383854,0.171196,0.175035,470287
RRR,TC,1H,TC_1H,SiO.el,16,33402,642127,0.5,291,0,0.430663,0.0172329,0.447896,37.5885,10.0529,47.6414,27231724
